node_id	cluster_id	degree
930	bucket_4	0
931	bucket_0	30
932	bucket_0	15
933	bucket_0	16
934	bucket_7	36
935	bucket_11	2
936	bucket_0	25
937	bucket_14	17
938	bucket_9	27
939	bucket_11	3
940	bucket_5	152
941	bucket_5	4
942	bucket_0	23
943	bucket_0	14
944	bucket_20	20
945	bucket_5	38
946	bucket_5	14
947	bucket_5	2
948	bucket_5	9
949	bucket_0	23
950	bucket_2	30
951	bucket_10	32
952	bucket_0	16
953	bucket_12	19
954	bucket_4	4
955	bucket_5	5
956	bucket_7	32
957	bucket_0	20
958	bucket_0	19
959	bucket_11	2
960	bucket_11	2
961	bucket_3	19
962	bucket_0	21
963	bucket_2	24
964	bucket_5	15
965	bucket_7	24
966	bucket_0	22
967	bucket_0	30
968	bucket_5	25
969	bucket_11	2
970	bucket_2	14
971	bucket_5	18
972	bucket_4	2
973	bucket_0	22
974	bucket_1	24
975	bucket_11	1
976	bucket_0	17
977	bucket_11	1
978	bucket_11	2
979	bucket_0	28
980	bucket_5	99
981	bucket_12	28
982	bucket_0	18
983	bucket_8	25
984	bucket_0	24
985	bucket_0	17
986	bucket_0	22
987	bucket_5	3
988	bucket_16	17
989	bucket_11	3
990	bucket_11	1
991	bucket_5	225
992	bucket_4	3
993	bucket_0	17
994	bucket_12	14
995	bucket_11	4
996	bucket_5	94
997	bucket_0	23
998	bucket_19	22
999	bucket_0	20
1000	bucket_5	3
1001	bucket_7	30
1002	bucket_7	16
1003	bucket_0	22
1004	bucket_0	23
1005	bucket_0	33
1006	bucket_7	25
1007	bucket_2	23
1008	bucket_0	25
1009	bucket_5	7
1010	bucket_4	2
1011	bucket_0	27
1012	bucket_17	23
1013	bucket_5	3
1014	bucket_4	8
1015	bucket_1	20
1016	bucket_5	2
1017	bucket_8	21
1018	bucket_5	5
1019	bucket_0	27
1020	bucket_8	15
1021	bucket_1	25
1022	bucket_0	22
1023	bucket_5	2
1024	bucket_1	24
1025	bucket_0	22
1026	bucket_0	30
1027	bucket_11	1
1028	bucket_5	139
1029	bucket_4	5
1030	bucket_0	22
1031	bucket_3	23
1032	bucket_0	21
